mother_id,n_children,lat,lon,geometry,creche_mais_proxima,distancia_metros
mother_0002590,1,-4.8742964044603285,-43.34604383163239,POINT (-43.34604383163239 -4.8742964044603285),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,693.6459404055231
mother_0002591,1,-4.917955927293201,-43.35329719393665,POINT (-43.35329719393665 -4.917955927293201),Unidade Escolar Municipal Francisco Dias Brandao Municipal,2908.3305203578884
mother_0002592,1,-4.846793493479155,-43.34980678446029,POINT (-43.34980678446029 -4.846793493479155),Centro de Educação Infantil Elza de Sousa Fonseca Municipal,894.6838455171423
mother_0002593,2,-4.851271543859521,-43.352458419204254,POINT (-43.352458419204254 -4.851271543859521),Centro de Educação Infantil Elza de Sousa Fonseca Municipal,518.2402622035977
mother_0002594,1,-4.899469760971925,-43.34756381309106,POINT (-43.34756381309106 -4.899469760971925),Unidade Escolar Municipal Francisco Dias Brandao Municipal,379.0470902527777
mother_0002595,1,-4.866422982090781,-43.343994647319484,POINT (-43.343994647319484 -4.866422982090781),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,713.0032402009965
mother_0002596,1,-4.911553782686634,-43.35589539389966,POINT (-43.35589539389966 -4.911553782686634),Unidade Escolar Municipal Francisco Dias Brandao Municipal,2461.8014447346363
mother_0002597,1,-4.860145386995538,-43.34833428933264,POINT (-43.34833428933264 -4.860145386995538),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,480.27451584722206
mother_0002598,1,-4.871138831212594,-43.36069831675425,POINT (-43.36069831675425 -4.871138831212594),Centro de Educação Infantil Lucrecia Carneiro Municipal,76.98687754072336
mother_0002599,1,-4.882748170977881,-43.34378205801872,POINT (-43.34378205801872 -4.882748170977881),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,1232.3725803407995
mother_0002600,1,-4.838191211730196,-43.346162076307785,POINT (-43.346162076307785 -4.838191211730196),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,923.4549798460293
mother_0002601,1,-4.841701224158334,-43.3720775032153,POINT (-43.3720775032153 -4.841701224158334),Centro de Educação Infantil Vila Arias Municipal,306.80914797849977
mother_0002602,1,-4.875812473893159,-43.33626051682952,POINT (-43.33626051682952 -4.875812473893159),Centro de Educação Infantil Engenho Dagua Municipal,673.8324882772254
mother_0002603,1,-4.887365727792851,-43.35288539550752,POINT (-43.35288539550752 -4.887365727792851),Escola Municipal São Raimundo Municipal,703.9682677817168
mother_0002604,1,-4.8560230763941705,-43.34671448195526,POINT (-43.34671448195526 -4.8560230763941705),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1137.5964221116915
mother_0002605,1,-4.871574928770943,-43.351838249776286,POINT (-43.351838249776286 -4.871574928770943),Escola Comunitaria Teresinha Brito Pinheiro Municipal,904.7564874958632
mother_0002606,1,-4.899540636361885,-43.35091640835699,POINT (-43.35091640835699 -4.899540636361885),Unidade Escolar Municipal Francisco Dias Brandao Municipal,677.6326592291433
mother_0002607,1,-4.868873361684825,-43.329984880260554,POINT (-43.329984880260554 -4.868873361684825),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,2199.7542449207695
mother_0002608,1,-4.835000216508105,-43.339839268979546,POINT (-43.339839268979546 -4.835000216508105),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1540.300990819234
mother_0002609,2,-4.8823488331439675,-43.36867620616036,POINT (-43.36867620616036 -4.8823488331439675),Centro de Educação Infantil Vereador Catule Municipal,404.17244442551265
mother_0002610,1,-4.846371270127388,-43.349358607583696,POINT (-43.349358607583696 -4.846371270127388),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,792.2243526857458
mother_0002611,1,-4.8861587056218525,-43.36942208401895,POINT (-43.36942208401895 -4.8861587056218525),Centro de Educação Infantil Vereador Catule Municipal,906.3255606316222
mother_0002612,1,-4.862884615328378,-43.34659344964772,POINT (-43.34659344964772 -4.862884615328378),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,160.83865405108526
mother_0002613,1,-4.872595494271539,-43.34259481675783,POINT (-43.34259481675783 -4.872595494271539),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,1069.6804337892465
mother_0002614,1,-4.870433386450027,-43.34633674567458,POINT (-43.34633674567458 -4.870433386450027),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,890.5385513603333
mother_0002615,1,-4.823547785580093,-43.35558102715565,POINT (-43.35558102715565 -4.823547785580093),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1530.3891249675967
mother_0002616,2,-4.876398809322293,-43.33715067313194,POINT (-43.33715067313194 -4.876398809322293),Centro de Educação Infantil Engenho Dagua Municipal,673.8324882772254
mother_0002617,1,-4.862862056829548,-43.33792250929464,POINT (-43.33792250929464 -4.862862056829548),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1309.7372533469286
mother_0002618,1,-4.846607143455704,-43.342844801635046,POINT (-43.342844801635046 -4.846607143455704),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,1456.80401193524
mother_0002619,1,-4.917441976776121,-43.34510883368018,POINT (-43.34510883368018 -4.917441976776121),Unidade Escolar Municipal Francisco Dias Brandao Municipal,2395.9788197915204
mother_0002620,1,-4.874295344278231,-43.35755176089931,POINT (-43.35755176089931 -4.874295344278231),Escola Comunitaria Teresinha Brito Pinheiro Municipal,409.68355453833044
mother_0002621,1,-4.81884792038281,-43.357991482465955,POINT (-43.357991482465955 -4.81884792038281),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1530.3891249675967
mother_0002622,1,-4.845736836012925,-43.35622474420213,POINT (-43.35622474420213 -4.845736836012925),Centro de Educação Infantil Elza de Sousa Fonseca Municipal,487.83513714432223
mother_0002623,1,-4.885337944574608,-43.36996321768954,POINT (-43.36996321768954 -4.885337944574608),Centro de Educação Infantil Vereador Catule Municipal,718.5074396753922
mother_0002624,2,-4.861202353554147,-43.348480452668745,POINT (-43.348480452668745 -4.861202353554147),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,439.3262533792137
mother_0002625,2,-4.863764784597161,-43.38427313754679,POINT (-43.38427313754679 -4.863764784597161),Escola Municipal José Gentil Rosa Municipal,787.912719180705
mother_0002626,1,-4.854885428605984,-43.364456209371156,POINT (-43.364456209371156 -4.854885428605984),Jardim de Infancia Gentilzinho Municipal,659.4417896672716
mother_0002627,1,-4.83832916367274,-43.3659647086282,POINT (-43.3659647086282 -4.83832916367274),Escola Comunitaria Educandario Eva Silva Magalhaes Municipal,0.0
mother_0002628,1,-4.883380460525236,-43.37088756806262,POINT (-43.37088756806262 -4.883380460525236),Centro de Educação Infantil Vereador Catule Municipal,602.3001326846836
mother_0002629,2,-4.870332939341047,-43.35026025279195,POINT (-43.35026025279195 -4.870332939341047),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,1131.355584227806
mother_0002630,1,-4.833079738023191,-43.33053233527586,POINT (-43.33053233527586 -4.833079738023191),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,2661.085964319688
mother_0002631,1,-4.8192711878592895,-43.3501898271089,POINT (-43.3501898271089 -4.8192711878592895),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1530.3891249675967
mother_0002632,1,-4.885131786211433,-43.37697174142306,POINT (-43.37697174142306 -4.885131786211433),Centro de Educação Infantil Vereador Catule Municipal,1262.167906784839
mother_0002633,1,-4.888067501946479,-43.351432501637085,POINT (-43.351432501637085 -4.888067501946479),Escola Municipal São Raimundo Municipal,803.9582309330872
mother_0002634,1,-4.8711274417336785,-43.341112792546284,POINT (-43.341112792546284 -4.8711274417336785),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1299.9648781348983
mother_0002635,2,-4.890026282603596,-43.34631972627369,POINT (-43.34631972627369 -4.890026282603596),Escola Municipal São Raimundo Municipal,1143.5990664272178
mother_0002636,1,-4.867714184351928,-43.351336192121565,POINT (-43.351336192121565 -4.867714184351928),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,965.6669782521639
mother_0002637,1,-4.835844691883875,-43.3432363635458,POINT (-43.3432363635458 -4.835844691883875),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1142.487766430114
mother_0002638,1,-4.864859116752352,-43.35118436028591,POINT (-43.35118436028591 -4.864859116752352),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,573.8828863754517
mother_0002639,1,-4.855238668035584,-43.34683200864655,POINT (-43.34683200864655 -4.855238668035584),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1192.9475074306724
mother_0002640,1,-4.862594700521782,-43.335155443548594,POINT (-43.335155443548594 -4.862594700521782),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1665.430947080362
mother_0002641,1,-4.849571263081455,-43.35876139030133,POINT (-43.35876139030133 -4.849571263081455),Centro de Educação Infantil Elza de Sousa Fonseca Municipal,310.94943959317203
mother_0002642,2,-4.825691080273069,-43.35965325221911,POINT (-43.35965325221911 -4.825691080273069),Escola Comunitaria Educandario Eva Silva Magalhaes Municipal,1385.563694272079
mother_0002643,1,-4.863981364462357,-43.3426304827214,POINT (-43.3426304827214 -4.863981364462357),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,609.636254734042
mother_0002644,1,-4.839938099066188,-43.3466838394584,POINT (-43.3466838394584 -4.839938099066188),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,640.9133334140583
mother_0002645,1,-4.874235921890058,-43.33991416018992,POINT (-43.33991416018992 -4.874235921890058),Centro de Educação Infantil Engenho Dagua Municipal,1190.3967976023173
mother_0002646,1,-4.864814897855124,-43.33787313494455,POINT (-43.33787313494455 -4.864814897855124),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1101.8723141972189
mother_0002647,1,-4.880469127790091,-43.34829353789017,POINT (-43.34829353789017 -4.880469127790091),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,524.273430044326
mother_0002648,1,-4.851248600284984,-43.35438790650448,POINT (-43.35438790650448 -4.851248600284984),Centro de Educação Infantil Elza de Sousa Fonseca Municipal,384.1129540536063
mother_0002649,1,-4.818185650089648,-43.342083025023406,POINT (-43.342083025023406 -4.818185650089648),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,2820.911132232513
mother_0002650,2,-4.881637284573803,-43.34362878460671,POINT (-43.34362878460671 -4.881637284573803),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,1049.1673785549924
mother_0002651,1,-4.875585577020793,-43.36977269842292,POINT (-43.36977269842292 -4.875585577020793),Centro de Educação Infantil Rosina Municipal,284.95017959589495
mother_0002652,2,-4.824894874667958,-43.35574879819887,POINT (-43.35574879819887 -4.824894874667958),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1530.3891249675967
mother_0002653,1,-4.848461770574569,-43.33841158211269,POINT (-43.33841158211269 -4.848461770574569),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,1768.314319293297
mother_0002654,1,-4.846344695839507,-43.36947594242115,POINT (-43.36947594242115 -4.846344695839507),Centro de Educação Infantil Vila Arias Municipal,863.5716379049934
mother_0002655,1,-4.862767042398444,-43.33755194296888,POINT (-43.33755194296888 -4.862767042398444),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1309.7372533469286
mother_0002656,1,-4.842901254333612,-43.371077681413816,POINT (-43.371077681413816 -4.842901254333612),Centro de Educação Infantil Vila Arias Municipal,264.87570067900253
mother_0002657,2,-4.866402692345856,-43.35149792969042,POINT (-43.35149792969042 -4.866402692345856),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,805.7597328558171
mother_0002658,1,-4.8457832569843236,-43.35978201093409,POINT (-43.35978201093409 -4.8457832569843236),Centro de Educação Infantil Vila Arias Municipal,301.7921871708975
mother_0002659,1,-4.906114950340458,-43.35277073505986,POINT (-43.35277073505986 -4.906114950340458),Unidade Escolar Municipal Francisco Dias Brandao Municipal,1525.1215663009082
mother_0002660,1,-4.91231309095086,-43.350535357411424,POINT (-43.350535357411424 -4.91231309095086),Unidade Escolar Municipal Francisco Dias Brandao Municipal,2232.084388292941
mother_0002661,1,-4.88627517206141,-43.36725236794624,POINT (-43.36725236794624 -4.88627517206141),Centro de Educação Infantil Vereador Catule Municipal,874.3096976889987
mother_0002662,1,-4.874061016029465,-43.35532104740195,POINT (-43.35532104740195 -4.874061016029465),Escola Comunitaria Teresinha Brito Pinheiro Municipal,273.07652432768066
mother_0002663,1,-4.866697049925251,-43.36649025251836,POINT (-43.36649025251836 -4.866697049925251),Centro de Educação Infantil Marcelo Dino Municipal,775.9438872195439
mother_0002664,1,-4.863151905725471,-43.344352401352076,POINT (-43.344352401352076 -4.863151905725471),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,395.1545655389808
mother_0002665,1,-4.8698493389827675,-43.385752829930674,POINT (-43.385752829930674 -4.8698493389827675),Escola Municipal José Gentil Rosa Municipal,202.37013233051903
mother_0002666,1,-4.865508606805438,-43.38424822583399,POINT (-43.38424822583399 -4.865508606805438),Escola Municipal José Gentil Rosa Municipal,787.912719180705
mother_0002667,1,-4.867084475582276,-43.3339020605776,POINT (-43.3339020605776 -4.867084475582276),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1619.6138728690316
mother_0002668,1,-4.8414880349185925,-43.34424370403514,POINT (-43.34424370403514 -4.8414880349185925),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,694.1346968775576
mother_0002669,1,-4.884936392824466,-43.3360252053839,POINT (-43.3360252053839 -4.884936392824466),Centro de Educação Infantil Engenho Dagua Municipal,1307.0286318140315
mother_0002670,1,-4.889571024736774,-43.350943828182565,POINT (-43.350943828182565 -4.889571024736774),Escola Municipal São Raimundo Municipal,685.3330725403495
mother_0002671,1,-4.861317485338803,-43.34080394265189,POINT (-43.34080394265189 -4.861317485338803),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,923.0574920336035
mother_0002672,1,-4.876815459316881,-43.35915005442376,POINT (-43.35915005442376 -4.876815459316881),Escola Comunitaria Teresinha Brito Pinheiro Municipal,816.7936431526606
mother_0002673,1,-4.871291486803682,-43.38195369533243,POINT (-43.38195369533243 -4.871291486803682),Centro de Educação Infantil Rosina Municipal,1484.3377332985444
mother_0002674,1,-4.865333022575656,-43.326406680770695,POINT (-43.326406680770695 -4.865333022575656),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,2609.3157291200087
mother_0002675,1,-4.864890724425593,-43.37451676905111,POINT (-43.37451676905111 -4.864890724425593),Centro de Educação Infantil Marcelo Dino Municipal,755.6060392687795
mother_0002676,2,-4.8663746262759515,-43.349353420315786,POINT (-43.349353420315786 -4.8663746262759515),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,645.1983261334066
mother_0002677,1,-4.8877370415815395,-43.36035836953579,POINT (-43.36035836953579 -4.8877370415815395),Escola Municipal São Raimundo Municipal,995.6725230321387
mother_0002678,1,-4.839278142504792,-43.36307937186001,POINT (-43.36307937186001 -4.839278142504792),Escola Comunitaria Educandario Eva Silva Magalhaes Municipal,0.0
mother_0002679,1,-4.867658058350124,-43.373337441757116,POINT (-43.373337441757116 -4.867658058350124),Centro de Educação Infantil Marcelo Dino Municipal,797.7351642320141
mother_0002680,1,-4.859153726047694,-43.344470345865766,POINT (-43.344470345865766 -4.859153726047694),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,685.4438961727137
mother_0002681,1,-4.867473409319818,-43.3528474222608,POINT (-43.3528474222608 -4.867473409319818),Centro de Educação Infantil Lucrecia Carneiro Municipal,814.4017835950644
mother_0002682,1,-4.881112538234987,-43.34313742745714,POINT (-43.34313742745714 -4.881112538234987),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,821.4219232897891
mother_0002683,1,-4.884280595283786,-43.34074891061244,POINT (-43.34074891061244 -4.884280595283786),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,1573.3132601225705
mother_0002684,1,-4.823546211657266,-43.34625966037975,POINT (-43.34625966037975 -4.823546211657266),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,2351.534191761466
mother_0002685,1,-4.8734459992131125,-43.371057653663,POINT (-43.371057653663 -4.8734459992131125),Centro de Educação Infantil Rosina Municipal,308.9406442752885
mother_0002686,1,-4.834680434268604,-43.34726666510895,POINT (-43.34726666510895 -4.834680434268604),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1358.8598487367133
mother_0002687,1,-4.8735058363562835,-43.37995103804406,POINT (-43.37995103804406 -4.8735058363562835),Centro de Educação Infantil Rosina Municipal,1668.9897645319286
mother_0002688,1,-4.895771856871089,-43.350722608210845,POINT (-43.350722608210845 -4.895771856871089),Escola Municipal São Raimundo Municipal,882.269277436061
mother_0002689,1,-4.882648092747377,-43.37990076532464,POINT (-43.37990076532464 -4.882648092747377),Centro de Educação Infantil Rosina Municipal,1666.3781069270317
mother_0002690,1,-4.845917415347572,-43.348177656179644,POINT (-43.348177656179644 -4.845917415347572),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,792.2243526857458
mother_0002691,1,-4.884129290729775,-43.373950076096136,POINT (-43.373950076096136 -4.884129290729775),Centro de Educação Infantil Vereador Catule Municipal,944.6230160311283
mother_0002692,1,-4.839169458654761,-43.33654425406603,POINT (-43.33654425406603 -4.839169458654761),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,2521.431595987053
mother_0002693,1,-4.874989487937785,-43.34424937758597,POINT (-43.34424937758597 -4.874989487937785),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,661.643039886382
mother_0002694,1,-4.8740953027542675,-43.38219086528187,POINT (-43.38219086528187 -4.8740953027542675),Centro de Educação Infantil Rosina Municipal,1383.9253046854997
mother_0002695,1,-4.887413379626562,-43.373712629592795,POINT (-43.373712629592795 -4.887413379626562),Centro de Educação Infantil Vereador Catule Municipal,1217.7870982370528
mother_0002696,2,-4.852780306888209,-43.33191726247081,POINT (-43.33191726247081 -4.852780306888209),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,2429.2443061420718
mother_0002697,2,-4.853702434733373,-43.370716595664426,POINT (-43.370716595664426 -4.853702434733373),Centro de Educação Infantil Marcelo Dino Municipal,1101.6475583402946
mother_0002698,1,-4.878868622676138,-43.36364021307391,POINT (-43.36364021307391 -4.878868622676138),Centro de Educação Infantil Prefeito Aluizio Lobo Municipal,227.84719611810593
mother_0002699,1,-4.891131363224927,-43.35964813939871,POINT (-43.35964813939871 -4.891131363224927),Escola Municipal São Raimundo Municipal,716.023165738902
mother_0002700,1,-4.885149140645111,-43.37249456241785,POINT (-43.37249456241785 -4.885149140645111),Centro de Educação Infantil Vereador Catule Municipal,889.8492218907393
mother_0002701,3,-4.857593200818822,-43.341001693298544,POINT (-43.341001693298544 -4.857593200818822),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1419.36498619964
mother_0002702,2,-4.853882829874733,-43.37078172768553,POINT (-43.37078172768553 -4.853882829874733),Centro de Educação Infantil Marcelo Dino Municipal,812.0302122478381
mother_0002703,1,-4.885012952095536,-43.36527352234268,POINT (-43.36527352234268 -4.885012952095536),Centro de Educação Infantil Vereador Catule Municipal,878.4199749825704
mother_0002704,1,-4.908131666798964,-43.34973579615873,POINT (-43.34973579615873 -4.908131666798964),Unidade Escolar Municipal Francisco Dias Brandao Municipal,953.7585218410018
mother_0002705,1,-4.865440634561217,-43.35497022638787,POINT (-43.35497022638787 -4.865440634561217),Centro de Educação Infantil Lucrecia Carneiro Municipal,983.1364003422307
mother_0002706,1,-4.867652394799631,-43.3940391813967,POINT (-43.3940391813967 -4.867652394799631),Escola Municipal José Gentil Rosa Municipal,730.6327947886551
mother_0002707,1,-4.84405675948438,-43.355781769242846,POINT (-43.355781769242846 -4.84405675948438),Centro de Educação Infantil Elza de Sousa Fonseca Municipal,618.7264196867299
mother_0002708,1,-4.851974287515036,-43.35971810873626,POINT (-43.35971810873626 -4.851974287515036),Jardim de Infancia Gentilzinho Municipal,643.7557070891786
mother_0002709,1,-4.8720496169440395,-43.39355286650136,POINT (-43.39355286650136 -4.8720496169440395),Escola Municipal José Gentil Rosa Municipal,842.7490516425315
mother_0002710,2,-4.8606695898955845,-43.37627803351761,POINT (-43.37627803351761 -4.8606695898955845),Centro de Educação Infantil Marcelo Dino Municipal,722.9838598054265
mother_0002711,1,-4.909018993080179,-43.34723667790881,POINT (-43.34723667790881 -4.909018993080179),Unidade Escolar Municipal Francisco Dias Brandao Municipal,732.1020593768098
mother_0002712,1,-4.875375885864612,-43.34547900994757,POINT (-43.34547900994757 -4.875375885864612),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,641.4207896775465
mother_0002713,1,-4.832748580416438,-43.332703087395856,POINT (-43.332703087395856 -4.832748580416438),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,2359.517479733143
mother_0002714,1,-4.874103081758525,-43.39428919202505,POINT (-43.39428919202505 -4.874103081758525),Escola Municipal José Gentil Rosa Municipal,1088.3735329391318
mother_0002715,1,-4.839479553466729,-43.363857847900924,POINT (-43.363857847900924 -4.839479553466729),Escola Comunitaria Educandario Eva Silva Magalhaes Municipal,0.0
mother_0002716,1,-4.858075218657694,-43.34657751518984,POINT (-43.34657751518984 -4.858075218657694),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,902.1188543465599
mother_0002717,1,-4.870470848247893,-43.33624081287993,POINT (-43.33624081287993 -4.870470848247893),Centro de Educação Infantil Engenho Dagua Municipal,1533.473822644115
mother_0002718,1,-4.855290777991197,-43.329952879484395,POINT (-43.329952879484395 -4.855290777991197),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,2464.6904531092005
mother_0002719,1,-4.8645486156213025,-43.375594519955015,POINT (-43.375594519955015 -4.8645486156213025),Centro de Educação Infantil Marcelo Dino Municipal,692.3153410664371
mother_0002720,1,-4.825403047596223,-43.33812979020307,POINT (-43.33812979020307 -4.825403047596223),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,2387.5346588739994
mother_0002721,1,-4.870333034371081,-43.36940976278397,POINT (-43.36940976278397 -4.870333034371081),Centro de Educação Infantil Rosina Municipal,709.8813819861596
mother_0002722,1,-4.872574402968162,-43.37422853835124,POINT (-43.37422853835124 -4.872574402968162),Centro de Educação Infantil Rosina Municipal,520.9132614373641
mother_0002723,1,-4.848017475613249,-43.36843473046506,POINT (-43.36843473046506 -4.848017475613249),Centro de Educação Infantil Vila Arias Municipal,863.5716379049934
mother_0002724,1,-4.887322511529001,-43.36834097013676,POINT (-43.36834097013676 -4.887322511529001),Centro de Educação Infantil Vereador Catule Municipal,1086.5090931668092
mother_0002725,1,-4.870280766734977,-43.37516489504727,POINT (-43.37516489504727 -4.870280766734977),Centro de Educação Infantil Rosina Municipal,931.578484809964
mother_0002726,1,-4.8697934487984265,-43.39546721349073,POINT (-43.39546721349073 -4.8697934487984265),Escola Municipal José Gentil Rosa Municipal,978.1317570899917
mother_0002727,1,-4.859389799445553,-43.37038532312328,POINT (-43.37038532312328 -4.859389799445553),Centro de Educação Infantil Marcelo Dino Municipal,270.08901390410085
mother_0002728,1,-4.825984018745923,-43.350112431720405,POINT (-43.350112431720405 -4.825984018745923),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1474.794740479488
mother_0002729,1,-4.870613608364928,-43.39235827158175,POINT (-43.39235827158175 -4.870613608364928),Escola Municipal José Gentil Rosa Municipal,784.7978562311009
mother_0002730,1,-4.85370551100638,-43.373070145376275,POINT (-43.373070145376275 -4.85370551100638),Centro de Educação Infantil Marcelo Dino Municipal,1434.1801402949245
mother_0002731,1,-4.870410471885414,-43.3391606637668,POINT (-43.3391606637668 -4.870410471885414),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1442.4590931762161
mother_0002732,1,-4.88607809474725,-43.37097628797203,POINT (-43.37097628797203 -4.88607809474725),Centro de Educação Infantil Vereador Catule Municipal,838.9068789564243
mother_0002733,1,-4.842880118500926,-43.33530259441908,POINT (-43.33530259441908 -4.842880118500926),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,2223.715937492716
mother_0002734,1,-4.821097760584418,-43.3547327114511,POINT (-43.3547327114511 -4.821097760584418),Centro de Educação Infantil Profa Maria Benedita Pereira da Silva Municipal,1530.3891249675967
mother_0002735,1,-4.853069961241154,-43.37638802888562,POINT (-43.37638802888562 -4.853069961241154),Centro de Educação Infantil Marcelo Dino Municipal,1465.2039827300387
mother_0002736,1,-4.891755608539896,-43.348649093972966,POINT (-43.348649093972966 -4.891755608539896),Escola Municipal São Raimundo Municipal,706.5931149379385
mother_0002737,1,-4.871303956324564,-43.33618838952214,POINT (-43.33618838952214 -4.871303956324564),Centro de Educação Infantil Engenho Dagua Municipal,1533.473822644115
mother_0002738,1,-4.902785107919867,-43.352545419371694,POINT (-43.352545419371694 -4.902785107919867),Unidade Escolar Municipal Francisco Dias Brandao Municipal,1211.5466563786906
mother_0002739,1,-4.836427963237929,-43.34275805326552,POINT (-43.34275805326552 -4.836427963237929),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,1272.852656088537
mother_0002740,1,-4.867933194002701,-43.335568140293454,POINT (-43.335568140293454 -4.867933194002701),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,1484.8164198799632
mother_0002741,1,-4.871872366429534,-43.33898973197212,POINT (-43.33898973197212 -4.871872366429534),Centro de Educação Infantil Engenho Dagua Municipal,1339.6289826288232
mother_0002742,1,-4.864409239122517,-43.32903433611219,POINT (-43.32903433611219 -4.864409239122517),Centro de Educação Infantil Professora Francileide Leal Moreira Municipal,2309.423259644671
mother_0002743,1,-4.878695625134623,-43.34722354846083,POINT (-43.34722354846083 -4.878695625134623),Centro de Educação Infantil Maria das Neves Coutinho Mae Preta Municipal,189.55518193418817
mother_0002744,1,-4.887757692906204,-43.36280809714756,POINT (-43.36280809714756 -4.887757692906204),Centro de Educação Infantil Vereador Catule Municipal,1089.6165985977036
mother_0002745,1,-4.866422841796466,-43.379546419055146,POINT (-43.379546419055146 -4.866422841796466),Escola Municipal José Gentil Rosa Municipal,847.4873202944556
mother_0002746,1,-4.86567423667628,-43.3618207189234,POINT (-43.3618207189234 -4.86567423667628),Centro de Educação Infantil Lucrecia Carneiro Municipal,731.1734269124246
mother_0002747,1,-4.844790210547657,-43.36446565797314,POINT (-43.36446565797314 -4.844790210547657),Centro de Educação Infantil Vila Arias Municipal,264.87570067900253
mother_0002748,1,-4.842782311484871,-43.33673880564942,POINT (-43.33673880564942 -4.842782311484871),Centro de Educação Infantil Isabel Dolores Leao Brito Municipal,1883.0047281163029
mother_0002749,1,-4.853958795672337,-43.34936349289309,POINT (-43.34936349289309 -4.853958795672337),Jardim de Infancia Gentilzinho Municipal,1087.045541147755
mother_0002750,2,-4.890837230828495,-43.33347907320447,POINT (-43.33347907320447 -4.890837230828495),Centro de Educação Infantil Vila Paraiso Municipal,947.3452900293464
mother_0002751,3,-4.866067775764308,-43.38566500723346,POINT (-43.38566500723346 -4.866067775764308),Escola Municipal José Gentil Rosa Municipal,247.2419086805263
mother_0002752,1,-4.844423963328915,-43.35709777379616,POINT (-43.35709777379616 -4.844423963328915),Centro de Educação Infantil Elza de Sousa Fonseca Municipal,646.047271973714
mother_0002753,1,-4.892315447913562,-43.35068857274775,POINT (-43.35068857274775 -4.892315447913562),Escola Municipal São Raimundo Municipal,624.3881327366398
mother_0002754,1,-4.865637587635913,-43.37442523699203,POINT (-43.37442523699203 -4.865637587635913),Centro de Educação Infantil Marcelo Dino Municipal,755.6060392687795
